idx,sec,closed
0,0.4091014862060547,0
1,0.4661533832550049,0
2,0.5101933479309082,0
3,0.5401427745819092,0
4,0.5681607723236084,0
5,0.5975825786590576,0
6,0.6311066150665283,0
7,0.6741459369659424,0
8,0.719186544418335,0
9,0.7642271518707275,0
10,0.80991530418396,0
11,0.8539516925811768,0
12,0.9011614322662354,0
13,0.9467551708221436,0
14,0.9941632747650146,0
15,1.0244956016540527,0
16,1.0415091514587402,0
17,1.0805449485778809,0
18,1.1257712841033936,0
19,1.1741042137145996,0
20,1.2161915302276611,0
21,1.2625372409820557,0
22,1.3100988864898682,0
23,1.3516404628753662,0
24,1.3836827278137207,0
25,1.4007089138031006,0
26,1.4437365531921387,0
27,1.488097906112671,0
28,1.5181260108947754,0
29,1.5508925914764404,0
30,1.580564260482788,0
31,1.6254932880401611,0
32,1.6685197353363037,0
33,1.7125537395477295,0
34,1.7580063343048096,0
35,1.7890288829803467,0
36,1.8326687812805176,0
37,1.878037929534912,0
38,1.9240765571594238,0
39,1.9420931339263916,0
40,1.9841642379760742,0
41,2.0292203426361084,0
42,2.072920322418213,0
43,2.1179964542388916,0
44,2.1630327701568604,0
45,2.208030939102173,0
46,2.2380573749542236,0
47,2.274090528488159,0
48,2.3003427982330322,0
49,2.3470959663391113,0
50,2.3951385021209717,0
51,2.4361367225646973,0
52,2.47917103767395,0
53,2.523200273513794,0
54,2.572242259979248,0
55,2.616269588470459,0
56,2.6669299602508545,0
57,2.7111687660217285,0
58,2.753282308578491,0
59,2.795095443725586,0
60,2.839106321334839,0
61,2.886833667755127,0
62,2.928868293762207,0
63,2.9739038944244385,0
64,3.0041747093200684,0
65,3.0523717403411865,0
66,3.0953941345214844,0
67,3.1248714923858643,0
68,3.176919460296631,0
69,3.219099998474121,0
70,3.2639949321746826,0
71,3.3093020915985107,0
72,3.3591771125793457,0
73,3.383199453353882,0
74,3.4291133880615234,0
75,3.474154472351074,0
76,3.5191144943237305,0
77,3.5491416454315186,0
78,3.5677032470703125,0
79,3.6057372093200684,0
80,3.6548149585723877,0
81,3.6978559494018555,0
82,3.7509000301361084,0
83,3.7938997745513916,0
84,3.8354930877685547,0
85,3.882507801055908,0
86,3.9275383949279785,0
87,3.9685308933258057,0
88,4.013104438781738,0
89,4.0595362186431885,0
90,4.108747482299805,0
91,4.152160167694092,0
92,4.19919753074646,0
93,4.243784666061401,0
94,4.270810127258301,0
95,4.294835567474365,0
96,4.327869653701782,0
97,4.357896089553833,0
98,4.389920711517334,0
99,4.434964656829834,0
100,4.484493732452393,0
101,4.529494524002075,0
102,4.571771621704102,0
103,4.617671728134155,0
104,4.661500692367554,0
105,4.7055344581604,0
106,4.753394842147827,0
107,4.794432163238525,0
108,4.826462984085083,0
109,4.843478679656982,0
110,4.887519836425781,0
111,4.930558443069458,0
112,4.975523471832275,0
113,5.004553556442261,0
114,5.021572589874268,0
115,5.0696094036102295,0
116,5.117654800415039,0
117,5.162104606628418,0
118,5.2031354904174805,0
119,5.254689693450928,-1
120,5.294154644012451,-1
121,5.338184118270874,-1
122,5.389231443405151,-1
123,5.437107086181641,-1
124,5.48216986656189,-1
125,5.523680686950684,-1
126,5.567286968231201,-1
127,5.610513687133789,-1
128,5.654709815979004,-1
129,5.70552134513855,-1
130,5.747554779052734,-1
131,5.791594743728638,0
132,5.838580846786499,0
133,5.880100250244141,0
134,5.9248316287994385,0
135,5.975361347198486,-1
136,6.021066904067993,-1
137,6.072437763214111,-1
138,6.116113662719727,-1
139,6.157144546508789,-1
140,6.197475433349609,-1
141,6.243489980697632,-1
142,6.29210352897644,-1
143,6.330127716064453,0
