idx,sec,closed
0,0.412975549697876,0
1,0.4649801254272461,0
2,0.49881672859191895,0
3,0.5588555335998535,0
4,0.6158130168914795,0
5,0.6768107414245605,0
6,0.7378296852111816,0
7,0.7988841533660889,0
8,0.8584213256835938,0
9,0.9183316230773926,0
10,0.9783859252929688,0
11,1.0384433269500732,0
12,1.0954947471618652,0
13,1.1408452987670898,0
14,1.1868865489959717,0
15,1.2179150581359863,0
16,1.2789709568023682,0
17,1.3390259742736816,0
18,1.3850672245025635,0
19,1.4060862064361572,0
20,1.4561316967010498,0
21,1.5021741390228271,0
22,1.5622284412384033,0
23,1.6222729682922363,0
24,1.6662986278533936,0
25,1.7113304138183594,0
26,1.7563397884368896,0
27,1.801374912261963,0
28,1.8474173545837402,0
29,1.8914580345153809,0
30,1.9374992847442627,0
31,1.998537540435791,1
32,2.0598413944244385,1
33,2.1188950538635254,1
34,2.1779298782348633,0
35,2.237811803817749,0
36,2.298851728439331,0
37,2.3588881492614746,0
38,2.4178311824798584,0
39,2.4638381004333496,0
40,2.5078675746917725,0
41,2.5708184242248535,0
42,2.628857374191284,0
43,2.660879373550415,0
44,2.721935987472534,0
45,2.7809903621673584,0
46,2.8418357372283936,0
47,2.900869131088257,-1
48,2.9619197845458984,-1
49,3.0209176540374756,-1
50,3.0808827877044678,-1
51,3.1418356895446777,-1
52,3.20287823677063,-1
53,3.2609188556671143,-1
54,3.3219547271728516,-1
55,3.3708271980285645,-1
56,3.3968522548675537,-1
57,3.4568734169006348,-1
58,3.5168137550354004,-1
59,4.5138373374938965,1
60,4.573858261108398,1
61,4.633897304534912,1
62,4.681839227676392,1
63,4.738829851150513,-1
64,4.7997887134552,-1
65,4.845819711685181,-1
66,4.8748459815979,-1
67,4.933822870254517,-1
68,4.994878768920898,-1
69,5.0559186935424805,-1
70,5.11383318901062,-1
71,5.1738667488098145,-1
72,5.234911203384399,-1
73,5.293804407119751,1
74,5.354851961135864,1
75,5.4148948192596436,1
76,5.475369215011597,-1
77,5.534393310546875,-1
78,5.581416606903076,-1
79,5.61292290687561,-1
80,5.669916868209839,-1
81,5.730964183807373,-1
82,5.795016050338745,-1
83,5.851055383682251,-1
84,5.91109299659729,-1
85,5.972124338150024,-1
86,6.0311667919158936,-1
87,6.091198205947876,-1
88,6.1518144607543945,-1
89,6.211775302886963,1
90,6.271698474884033,1
91,6.317776679992676,1
92,6.347804307937622,1
93,6.4078528881073,-1
94,6.473900556564331,-1
95,6.528949737548828,-1
96,6.587002515792847,1
97,6.647003412246704,1
98,6.708046197891235,1
99,6.767092943191528,1
100,6.827137470245361,1
101,6.887176752090454,1
102,6.947811603546143,-1
103,7.008758783340454,-1
104,7.054795026779175,-1
105,7.096741676330566,1
106,7.158774375915527,1
107,7.220361709594727,1
108,7.266734600067139,1
109,7.322781562805176,-1
110,7.382818222045898,-1
111,7.445691347122192,-1
112,7.502729892730713,-1
113,7.562502384185791,-1
114,7.623348712921143,-1
115,7.683400392532349,-1
116,7.745333671569824,-1
117,7.791375398635864,-1
118,7.818399906158447,-1
119,7.8788135051727295,-1
120,7.94383430480957,-1
121,7.998827934265137,-1
122,8.058882236480713,-1
123,8.1194589138031,-1
124,8.180513381958008,-1
125,8.240568399429321,1
126,8.29861044883728,1
127,8.359744787216187,1
128,8.419792652130127,-1
129,8.49171257019043,-1
130,8.567640781402588,-1
131,8.639686346054077,-1
132,8.728829383850098,-1
133,8.769866466522217,-1
134,8.833905458450317,-1
135,8.907923698425293,-1
136,8.983989715576172,-1
137,9.056832551956177,-1
138,9.13890814781189,-1
139,9.195958614349365,-1
140,9.267019271850586,-1
141,9.338083267211914,-1
142,9.377118825912476,-1
143,9.447187423706055,-1
144,9.506241083145142,-1
145,9.566295623779297,-1
146,9.626855850219727,-1
147,9.685909271240234,-1
148,9.740315198898315,-1
149,9.806372880935669,-1
150,9.872415781021118,-1
151,9.942209482192993,-1
152,10.002836227416992,-1
153,10.06181526184082,-1
154,10.124163389205933,-1
155,10.18289589881897,-1
156,10.242944955825806,-1
157,10.289981603622437,-1
158,10.33702278137207,-1
159,10.409072160720825,-1
160,10.45810604095459,-1
161,10.492127180099487,-1
162,10.532146215438843,-1
163,10.653573751449585,-1
164,10.67559266090393,-1
165,10.728317737579346,-1
166,10.757816791534424,-1
167,10.818237543106079,-1
168,10.854269981384277,-1
169,10.909319400787354,-1
170,10.969371318817139,-1
171,11.014412879943848,-1
172,11.035431861877441,-1
173,11.089479684829712,-1
174,11.149536609649658,-1
175,11.308677196502686,-1
176,11.359762191772461,-1
