idx,sec,closed
0,0.44640517234802246,0
1,0.5004589557647705,0
2,0.5454957485198975,0
3,0.6085531711578369,0
4,0.6646034717559814,0
5,0.7086434364318848,0
6,0.7546863555908203,0
7,0.8157410621643066,0
8,0.8746650218963623,0
9,0.9347198009490967,0
10,0.9947671890258789,0
11,1.0538218021392822,0
12,1.0998632907867432,0
13,1.1589164733886719,0
14,1.2059593200683594,0
15,1.2640118598937988,0
16,1.2970421314239502,0
17,1.3540942668914795,0
18,1.4001362323760986,0
19,1.4451558589935303,0
20,1.5041663646697998,0
21,1.5502078533172607,0
22,1.6092617511749268,0
23,1.6412909030914307,0
24,1.7043485641479492,0
25,1.7593982219696045,0
26,1.8044452667236328,0
27,1.8374691009521484,0
28,1.8945209980010986,0
29,1.9395625591278076,0
30,1.984602928161621,0
31,2.0306448936462402,0
32,2.0755157470703125,0
33,2.120556354522705,0
34,2.1645963191986084,0
35,2.1976099014282227,0
36,2.255652904510498,0
37,2.300686836242676,0
38,2.345104217529297,0
39,2.37662672996521,0
40,2.440671443939209,-1
41,2.4987244606018066,-1
42,2.558779239654541,-1
43,2.6198344230651855,-1
44,2.679856300354004,-1
45,2.739910840988159,-1
46,2.798964738845825,-1
47,2.8596384525299072,-1
48,2.8946707248687744,-1
49,2.9497201442718506,-1
50,3.0107338428497314,-1
51,3.071786403656006,-1
52,3.105820417404175,-1
53,3.160019874572754,-1
54,3.2200348377227783,-1
55,3.2813243865966797,-1
56,3.3433499336242676,-1
57,3.4011495113372803,-1
58,3.461186647415161,-1
59,3.521221876144409,-1
60,3.581043243408203,-1
61,3.6300764083862305,-1
62,3.6571009159088135,-1
63,3.7161550521850586,-1
64,3.780212879180908,-1
65,3.82525372505188,-1
66,3.8812944889068604,-1
67,3.9423274993896484,-1
68,4.003284692764282,-1
69,4.064319372177124,-1
70,4.122354030609131,-1
71,4.167571783065796,-1
72,4.191593408584595,-1
73,4.244039535522461,-1
74,4.305084466934204,-1
75,4.349114179611206,-1
76,4.378139972686768,-1
77,4.439176082611084,-1
78,4.497045278549194,-1
79,4.551354646682739,-1
80,4.603395700454712,-1
81,4.662448167800903,-1
82,4.7244486808776855,-1
83,4.782501697540283,-1
84,4.845057010650635,-1
85,4.906109094619751,-1
86,4.964150428771973,-1
87,5.026209592819214,-1
88,5.085257530212402,-1
89,5.145788669586182,-1
90,5.208820819854736,-1
91,5.265841007232666,-1
92,5.325642824172974,-1
93,5.384696960449219,-1
94,5.446747541427612,-1
95,5.505787134170532,-1
96,5.56605863571167,-1
97,5.628114938735962,-1
98,5.684047698974609,0
99,5.74409818649292,0
100,5.805152177810669,0
101,5.863203763961792,0
102,5.923258304595947,0
103,5.984310626983643,0
104,6.045365333557129,0
105,6.104416608810425,0
106,6.136446237564087,0
107,6.196719169616699,-1
108,6.258627891540527,-1
109,6.3066675662994385,-1
110,6.356400728225708,-1
111,6.422384262084961,-1
112,6.487522602081299,-1
113,6.538561582565308,-1
114,6.603593349456787,-1
115,6.6626458168029785,-1
116,6.713925123214722,-1
117,6.770976781845093,-1
118,6.830018997192383,-1
119,6.891578197479248,-1
120,6.9501097202301025,-1
121,7.0108232498168945,-1
122,7.070878028869629,-1
123,7.129043340682983,-1
124,7.192584276199341,-1
125,7.2566423416137695,-1
126,7.311671733856201,-1
127,7.372707843780518,-1
128,7.434763669967651,-1
129,7.493046283721924,-1
130,7.5523834228515625,-1
131,7.602424144744873,-1
132,7.64446234703064,-1
133,7.704517364501953,-1
134,7.767160892486572,-1
135,7.8141865730285645,-1
136,7.867597341537476,-1
137,7.931654930114746,-1
138,7.991152286529541,-1
139,8.050053834915161,-1
140,8.109107732772827,-1
141,8.17016315460205,-1
142,8.229219198226929,-1
143,8.289273738861084,-1
144,8.33731746673584,-1
145,8.36434268951416,-1
146,8.42739987373352,-1
147,8.491458177566528,-1
148,8.545506715774536,-1
149,8.605562210083008,-1
150,8.665616035461426,-1
151,8.724669456481934,-1
152,8.783722877502441,0
153,8.843778133392334,0
154,8.903832912445068,0
155,8.968891859054565,0
156,9.02394151687622,0
157,9.068982601165771,0
158,9.094005107879639,0
159,9.160068035125732,0
160,9.22309947013855,0
161,9.279116868972778,0
162,9.34084415435791,-1
163,9.401900053024292,-1
164,9.458946466445923,-1
165,9.518802642822266,-1
166,9.580860376358032,-1
167,9.640856504440308,-1
168,9.69890832901001,-1
169,9.759963750839233,-1
170,9.794994592666626,-1
171,9.851045370101929,-1
172,9.91210126876831,-1
173,9.974157810211182,-1
174,10.04622220993042,-1
175,10.118065595626831,-1
176,10.197113752365112,-1
177,10.252163171768188,-1
178,10.329222202301025,-1
179,10.380262613296509,-1
180,10.428306341171265,-1
181,10.511384725570679,-1
182,10.580399990081787,-1
183,10.611422538757324,-1
184,10.670459985733032,-1
185,10.731509447097778,-1
186,10.778551578521729,-1
187,10.836604595184326,-1
188,10.896602153778076,-1
189,10.956655740737915,-1
190,11.014708280563354,0
191,11.072752714157104,0
192,11.1186363697052,0
193,11.180036783218384,0
194,11.238075971603394,0
195,11.284117698669434,0
196,11.31514573097229,0
197,11.374164819717407,0
198,11.418206930160522,0
199,11.463247537612915,0
200,11.496277093887329,0
201,11.554043292999268,0
202,11.598083019256592,0
203,11.644004106521606,0
204,11.704047441482544,0
205,11.749053955078125,0
206,11.811107158660889,0
207,11.855146646499634,0
208,11.91319751739502,0
209,11.958288192749023,0
210,12.004048824310303,0
211,12.034818410873413,0
212,12.095873594284058,-1
213,12.155910968780518,-1
214,12.203954219818115,-1
215,12.224974155426025,-1
216,12.276019811630249,-1
217,12.336074352264404,-1
218,12.398130893707275,-1
219,12.457184553146362,-1
220,12.517058849334717,-1
221,12.578113079071045,-1
222,12.638166666030884,-1
223,12.697218418121338,-1
224,12.761274814605713,-1
225,12.820326566696167,-1
226,12.878378868103027,-1
227,12.939430952072144,-1
228,13.014487504959106,-1
229,13.095884799957275,-1
230,13.162633895874023,-1
231,13.238683223724365,-1
232,13.316754579544067,-1
233,13.375651836395264,-1
234,13.446714162826538,-1
235,13.523079872131348,-1
236,13.565117835998535,-1
237,13.609279155731201,0
238,13.654311895370483,0
239,13.673328638076782,0
240,13.73038101196289,0
241,13.775421857833862,0
242,13.83646535873413,0
243,13.89451551437378,0
244,13.939554214477539,0
245,13.98604965209961,0
246,14.030795097351074,0
247,14.076650142669678,0
248,14.13569188117981,0
249,14.195667028427124,0
250,14.255852699279785,0
251,14.315895557403564,0
252,14.360936880111694,0
253,14.405502319335938,0
254,14.437527418136597,0
255,14.495522260665894,0
256,14.540563106536865,0
257,14.585603952407837,0
258,14.61863374710083,0
259,14.676692008972168,0
260,14.736654043197632,0
261,14.79670786857605,0
262,14.858760356903076,-1
263,14.918993949890137,-1
264,14.979042768478394,-1
265,15.038899660110474,-1
266,15.098923206329346,-1
267,15.159061670303345,-1
