idx,sec,closed
0,0.42275023460388184,0
1,0.48680901527404785,0
2,0.5318436622619629,0
3,0.590888261795044,0
4,0.6359293460845947,0
5,0.6679582595825195,0
6,0.7310225963592529,0
7,0.7880675792694092,0
8,0.8321075439453125,0
9,0.8941638469696045,0
10,0.9532177448272705,0
11,1.015275001525879,0
12,1.0342912673950195,0
13,1.0873394012451172,0
14,1.14839506149292,0
15,1.2084496021270752,0
16,1.2685048580169678,0
17,1.3273913860321045,0
18,1.3874311447143555,0
19,1.4488117694854736,-1
20,1.508859395980835,-1
21,1.5559024810791016,-1
22,1.575920581817627,-1
23,1.6279516220092773,0
24,1.674318552017212,0
25,1.7343206405639648,0
26,1.7943649291992188,-1
27,1.8543236255645752,-1
28,1.9143757820129395,-1
29,1.9353947639465332,-1
30,1.9894213676452637,0
31,2.049461603164673,0
32,2.1094930171966553,0
33,2.1695358753204346,-1
34,2.230433702468872,-1
35,2.2893059253692627,-1
36,2.3493504524230957,-1
37,2.4103991985321045,-1
38,2.4704430103302,-1
39,2.530876398086548,-1
40,2.590717077255249,-1
41,2.6517446041107178,-1
42,2.7117714881896973,-1
43,2.770812511444092,-1
44,2.8318428993225098,-1
45,2.8909590244293213,-1
46,2.9519972801208496,-1
47,3.012038230895996,-1
48,3.0720643997192383,-1
49,3.1331021785736084,-1
50,3.193145513534546,-1
51,3.253190755844116,-1
52,3.313225030899048,-1
53,3.3742637634277344,-1
54,3.4332613945007324,-1
55,3.495300054550171,-1
56,3.5533437728881836,-1
57,3.613382577896118,-1
58,3.6739180088043213,-1
59,3.7350375652313232,-1
60,3.7940833568573,-1
61,3.8551197052001953,-1
62,3.915919303894043,-1
63,3.9749562740325928,-1
64,4.034872531890869,-1
65,4.096240043640137,-1
66,4.155279159545898,-1
67,4.215684413909912,-1
68,4.2647106647491455,-1
69,4.308980464935303,0
70,4.3680291175842285,0
71,4.4280853271484375,0
72,4.4880993366241455,-1
73,4.5491461753845215,-1
74,4.608192682266235,-1
75,4.667093992233276,-1
76,4.728750228881836,-1
77,4.790797233581543,-1
78,4.8508381843566895,-1
79,4.908867597579956,-1
80,4.969899654388428,-1
81,5.026946544647217,0
82,5.086977958679199,0
83,5.147016763687134,0
84,5.209056615829468,-1
85,5.270087480545044,-1
86,5.3301262855529785,-1
87,5.390151739120483,0
88,5.450188875198364,0
89,5.499232530593872,0
90,5.545276880264282,0
91,5.601318359375,-1
92,5.660362005233765,-1
93,5.722400426864624,-1
94,5.782432794570923,0
95,5.841468572616577,0
96,5.902502059936523,0
97,5.958158493041992,0
98,6.01778507232666,0
99,6.0788254737854,0
100,6.137865304946899,0
101,6.199151039123535,0
102,6.261203050613403,0
103,6.322027683258057,0
104,6.382065057754517,0
105,6.442103862762451,0
106,6.502142667770386,-1
107,6.56623101234436,-1
108,6.623268365859985,-1
109,6.682136297225952,-1
110,6.742030620574951,-1
111,6.801957845687866,-1
112,6.861990928649902,-1
113,6.923040390014648,-1
114,6.959074258804321,-1
115,7.0151262283325195,-1
116,7.073154926300049,-1
117,7.133198261260986,-1
118,7.195148944854736,-1
119,7.255205392837524,-1
120,7.313235282897949,-1
121,7.373276472091675,-1
122,7.436317682266235,-1
123,7.493109941482544,-1
124,7.553147554397583,0
125,7.6129419803619385,0
126,7.675991773605347,0
127,7.709023952484131,0
128,7.764056444168091,-1
129,7.824100732803345,-1
130,7.887105703353882,-1
131,7.944958448410034,-1
132,8.003118515014648,-1
133,8.064751625061035,-1
134,8.124788284301758,-1
135,8.184826135635376,-1
136,8.244866847991943,-1
137,8.303908109664917,-1
138,8.36794900894165,-1
139,8.425988674163818,-1
140,8.484030485153198,-1
141,8.544075012207031,-1
142,8.607067823410034,-1
143,8.665109395980835,-1
144,8.724071264266968,-1
145,8.784995079040527,-1
146,8.845101833343506,-1
147,8.907085180282593,-1
148,8.975136280059814,-1
149,9.050180435180664,-1
150,9.12805700302124,-1
151,9.199056625366211,-1
152,9.274109125137329,-1
