idx,sec,closed
0,0.40813159942626953,-1
1,0.47418999671936035,0
2,0.5202319622039795,0
3,0.5652725696563721,0
4,0.6263279914855957,0
5,0.6723709106445312,0
6,0.7314236164093018,0
7,0.7904775142669678,0
8,0.850532054901123,0
9,0.9085903167724609,0
10,0.9536256790161133,0
11,0.9996676445007324,0
12,1.0607266426086426,-1
13,1.1207809448242188,-1
14,1.1818368434906006,-1
15,1.240879774093628,-1
16,1.3009049892425537,-1
17,1.3609306812286377,-1
18,1.4210987091064453,-1
19,1.4821498394012451,-1
20,1.5412025451660156,-1
21,1.575223445892334,-1
22,1.6312808990478516,-1
23,1.6913206577301025,-1
24,1.725339412689209,-1
25,1.7823824882507324,0
26,1.8434371948242188,0
27,1.9044933319091797,0
28,1.961545705795288,1
29,2.021543264389038,1
30,2.081561326980591,1
31,2.1425983905792236,1
32,2.2027220726013184,1
33,2.262761354446411,1
34,2.3229236602783203,1
35,2.38360857963562,1
36,2.4440412521362305,1
37,2.4890785217285156,1
38,2.5481204986572266,1
39,2.6091670989990234,1
40,2.6561999320983887,1
41,2.713230848312378,1
42,2.7732646465301514,1
43,2.8345656394958496,1
44,2.8946049213409424,1
45,2.953627586364746,1
46,3.015476942062378,1
47,3.0755157470703125,1
48,3.134554862976074,1
49,3.1955957412719727,1
50,3.2546467781066895,1
51,3.317610263824463,1
52,3.3756511211395264,1
53,3.436014413833618,1
54,3.4960532188415527,1
55,3.5570123195648193,1
56,3.6170427799224854,1
57,3.676081657409668,1
58,3.737119197845459,1
59,3.7992048263549805,-1
60,3.85724139213562,-1
61,3.9182825088500977,-1
62,3.9773311614990234,-1
63,4.038370609283447,-1
64,4.1000144481658936,-1
65,4.15900182723999,-1
66,4.21903657913208,-1
67,4.249064683914185,-1
68,4.310115337371826,-1
69,4.369765996932983,-1
70,4.416803598403931,-1
71,4.476847887039185,-1
72,4.535893201828003,-1
73,4.594930648803711,-1
74,4.642956495285034,-1
75,4.701009273529053,-1
76,4.7620556354522705,-1
77,4.821094274520874,-1
78,4.88113808631897,-1
79,4.941176176071167,-1
80,5.001188039779663,-1
81,5.061191082000732,-1
82,5.12101674079895,-1
83,5.169959545135498,-1
84,5.21300196647644,-1
