idx,sec,closed
0,0.539496660232544,-1
1,0.5965430736541748,-1
2,0.654595136642456,-1
3,0.7146496772766113,-1
4,0.7747042179107666,-1
5,0.8347592353820801,-1
6,0.8948135375976562,-1
7,0.9548680782318115,-1
8,1.014922857284546,-1
9,1.0809855461120605,-1
10,1.13804292678833,-1
11,1.1950886249542236,-1
12,1.2556564807891846,-1
13,1.3157081604003906,-1
14,1.3757481575012207,-1
15,1.4378042221069336,-1
16,1.4968581199645996,-1
17,1.5564489364624023,-1
18,1.616501808166504,-1
19,1.6765553951263428,-1
20,1.7366068363189697,-1
21,1.796621561050415,-1
22,1.8581900596618652,-1
23,1.9172430038452148,-1
24,1.9772799015045166,-1
25,2.0383176803588867,-1
26,2.0974764823913574,-1
27,2.1575305461883545,-1
28,2.2436091899871826,-1
29,2.300661087036133,-1
30,2.3574764728546143,-1
31,2.4045181274414062,-1
32,2.4624927043914795,-1
33,2.5235483646392822,-1
34,2.5846078395843506,-1
35,2.667505979537964,-1
36,2.729562282562256,-1
37,2.787597417831421,-1
38,2.8456318378448486,-1
39,2.9056878089904785,-1
40,2.95271372795105,-1
41,3.013751268386841,-1
42,3.0738062858581543,-1
43,3.132859468460083,-1
44,3.191556215286255,-1
45,3.2516114711761475,-1
46,3.3162739276885986,-1
47,3.379331350326538,-1
48,3.479421854019165,-1
49,3.5915238857269287,-1
50,3.6515791416168213,-1
51,3.71063232421875,-1
52,3.7716875076293945,-1
53,3.8297410011291504,-1
54,3.8927981853485107,-1
55,3.9528539180755615,-1
56,4.012643337249756,-1
57,4.076643943786621,-1
58,4.10667085647583,-1
59,4.162704944610596,-1
60,4.224743127822876,-1
61,4.2684166431427,-1
62,4.29543662071228,-1
63,4.355472803115845,-1
64,4.415522575378418,-1
65,4.476074934005737,-1
66,4.536122798919678,-1
67,4.596157789230347,-1
68,4.658199787139893,-1
69,4.71724271774292,-1
70,4.778181552886963,-1
71,4.840219497680664,-1
72,4.897002935409546,-1
73,4.958028554916382,-1
74,5.0204691886901855,-1
75,5.078813791275024,-1
76,5.142438650131226,-1
77,5.20149040222168,-1
78,5.259523868560791,1
79,5.320570945739746,1
80,5.379627227783203,1
81,5.439371585845947,1
82,5.499099254608154,1
83,5.5611536502838135,1
84,5.591181516647339,1
85,5.649216890335083,1
86,5.711095094680786,1
87,5.758682727813721,1
88,5.816699981689453,-1
89,5.877740859985352,-1
90,5.948505163192749,-1
91,6.045592784881592,-1
92,6.111652851104736,-1
93,6.147686004638672,-1
94,6.2167487144470215,-1
95,6.274487018585205,-1
96,6.323525905609131,-1
97,6.379483699798584,-1
98,6.4395387172698975,-1
99,6.5005943775177,-1
100,6.5616490840911865,-1
101,6.62169623374939,-1
102,6.680743217468262,-1
103,6.741792440414429,-1
104,6.801569700241089,-1
105,6.849607944488525,-1
106,6.892641544342041,-1
107,6.95069432258606,-1
108,7.012750625610352,-1
109,7.059788703918457,-1
110,7.1158366203308105,-1
111,7.175888299942017,-1
112,7.237940073013306,-1
113,7.296974182128906,-1
114,7.355464220046997,-1
115,7.416465997695923,-1
116,7.477482795715332,-1
117,7.536535024642944,-1
118,7.59630823135376,-1
119,7.655343770980835,-1
120,7.7163941860198975,-1
121,7.746421575546265,-1
122,7.806934356689453,-1
123,7.865987300872803,-1
124,7.927026033401489,-1
125,7.9780707359313965,-1
126,8.044494390487671,-1
127,8.10848617553711,-1
128,8.180527448654175,-1
129,8.254579305648804,-1
130,8.326634168624878,-1
131,8.373677015304565,-1
132,8.451731204986572,-1
133,8.538596630096436,-1
134,8.579633712768555,-1
135,8.654601573944092,-1
136,8.740681648254395,-1
137,8.790709495544434,-1
138,8.863483428955078,-1
139,8.94148874282837,-1
140,9.002732992172241,-1
141,9.073465824127197,-1
142,9.152525901794434,-1
143,9.196560621261597,-1
144,9.278337955474854,-1
145,9.34439206123352,-1
146,9.374413013458252,-1
147,9.436458587646484,-1
148,9.498509645462036,-1
149,9.541545391082764,-1
150,9.599466323852539,-1
151,9.660512208938599,-1
152,9.72179889678955,-1
153,9.781844854354858,-1
154,9.841881513595581,-1
155,9.902918577194214,-1
156,9.962461709976196,-1
157,10.022420406341553,-1
158,10.082978248596191,-1
159,10.142034530639648,-1
160,10.201968431472778,-1
161,10.263482093811035,-1
162,10.322367668151855,-1
163,10.38302493095398,-1
164,10.445075273513794,-1
165,10.502127170562744,-1
166,10.562182188034058,-1
167,10.623236894607544,-1
168,10.682292461395264,-1
169,10.74434781074524,-1
170,10.80340051651001,-1
171,10.863454341888428,-1
172,10.922507286071777,-1
173,10.982559204101562,-1
174,11.043608903884888,-1
175,11.103681087493896,-1
176,11.167617559432983,-1
177,11.227654695510864,-1
178,11.288243055343628,-1
179,11.349215030670166,-1
180,11.409269332885742,-1
181,11.46836256980896,-1
182,11.528398275375366,-1
183,11.589454174041748,-1
184,11.648476362228394,-1
185,11.709531545639038,-1
186,11.770188331604004,-1
187,11.831223011016846,-1
188,11.893279790878296,-1
189,11.950330972671509,-1
190,12.010380268096924,-1
191,12.071435451507568,-1
192,12.13347578048706,-1
193,12.20253849029541,-1
194,12.279608249664307,-1
195,12.35867977142334,-1
196,12.435737133026123,-1
197,12.50300145149231,-1
198,12.579503774642944,-1
199,12.653565645217896,-1
200,12.711619138717651,-1
201,12.789689779281616,-1
202,12.86776089668274,-1
203,12.92481279373169,-1
204,12.996878623962402,-1
205,13.074936151504517,-1
206,13.131968021392822,-1
207,13.210038661956787,-1
208,13.294111251831055,-1
209,13.36117148399353,-1
210,13.431235313415527,-1
211,13.51030707359314,-1
212,13.537331819534302,-1
213,13.599387884140015,-1
214,13.659442901611328,-1
215,13.706485271453857,-1
216,13.765539169311523,-1
217,13.824485063552856,-1
